Time_days,Depth_m,Pressure_Head,FS
0.0,29.9393,-255.042,0.607315597101894
0.0,29.9943,-254.592,0.6072848050966622
0.0,30.0493,-254.142,0.6072541258102149
0.0,30.1044,-253.691,0.607223503149768
0.0,30.1594,-253.241,0.6071930476541294
0.0,30.2145,-252.791,0.607162647964816
0.0,30.2695,-252.341,0.6071324138202154
0.0,30.3245,-251.89,0.6071022893478571
0.0,30.3796,-251.44,0.6070722194776124
0.0,30.4346,-250.99,0.6070423127637672
0.0,30.4896,-250.54,0.6070125139469927
0.0,30.5447,-250.089,0.6069827685572688
0.0,30.5997,-249.639,0.6069531839838066
0.0,30.6547,-249.189,0.6069237055703487
0.0,30.7098,-248.738,0.6068942794371941
0.0,30.7648,-248.288,0.606865011827102
0.0,30.8198,-247.838,0.6068358486770357
0.0,30.8749,-247.387,0.6068067366880375
0.0,30.9299,-246.937,0.6067777809746415
0.0,30.9849,-246.487,0.6067489280573971
0.0,31.04,-246.036,0.6067201252087187
0.0,31.095,-245.586,0.606691476432761
0.0,31.15,-245.136,0.6066629288242306
0.0,31.2051,-244.686,0.6066344302177453
0.0,31.2601,-244.235,0.6066060835245518
0.0,31.3151,-243.785,0.6065778364042881
0.0,31.3702,-243.335,0.6065496372448025
0.0,31.4252,-242.885,0.6065215878815404
0.0,31.4803,-242.434,0.6064935857983552
0.0,31.5353,-241.984,0.6064657321226068
0.0,31.5903,-241.534,0.606437975435628
0.0,31.6454,-241.083,0.606410265028001
0.0,31.7004,-240.633,0.6063827009790154
0.0,31.7554,-240.183,0.606355232411283
0.0,31.8105,-239.732,0.6063278091456041
0.0,31.8655,-239.282,0.6063005302293804
0.0,31.9205,-238.832,0.6062733453179742
0.0,31.9756,-238.382,0.6062462047541056
0.0,32.0306,-237.931,0.6062192065691389
0.0,32.0857,-237.481,0.6061922521075257
0.0,32.1407,-237.031,0.6061654387317177
0.0,32.1957,-236.581,0.606138716966632
0.0,32.2508,-236.13,0.606112038006982
0.0,32.3058,-235.68,0.6060854982248902
0.0,32.3608,-235.23,0.6060590486561436
0.0,32.4159,-234.779,0.6060326409960765
0.0,32.4709,-234.329,0.606006370641491
0.0,32.5259,-233.879,0.60598018913115
0.0,32.581,-233.428,0.605954048653321
0.0,32.636,-232.978,0.6059280436441946
0.0,32.691,-232.528,0.6059021261377752
0.0,32.7461,-232.078,0.6058762488077356
0.0,32.8011,-231.627,0.6058505051440675
0.0,32.8561,-231.177,0.6058248476684435
0.0,32.9112,-230.727,0.6057992295325643
0.0,32.9662,-230.276,0.6057737432943503
0.0,33.0213,-229.826,0.6057482958485337
0.0,33.0763,-229.376,0.6057229791391803
0.0,33.1313,-228.926,0.6056977464844225
0.0,33.1864,-228.475,0.6056725518167783
0.0,33.2414,-228.025,0.6056474861711723
0.0,33.2964,-227.575,0.6056225033339486
0.0,33.3515,-227.124,0.6055975576966993
0.0,33.4065,-226.674,0.6055727393986065
0.0,33.4615,-226.224,0.6055480026871963
