t_hours,z_meters,psi_meters,t_norm,z_norm,psi_norm,source
1447.0,2.6811,-0.556,0.8690476190476191,0.04874727272727272,-0.08313651393481347,profile_snapshot
1357.0,2.6569,-0.415,0.6011904761904762,0.048307272727272726,-0.01653282947567314,profile_snapshot
1421.0,0.4589,-0.863,0.7916666666666666,0.008343636363636364,-0.22815304676428916,profile_snapshot
1447.0,0.5555,-0.313,0.8690476190476191,0.0101,0.03164855928200261,profile_snapshot
1481.0,0.2415,-0.434,0.9702380952380952,0.004390909090909091,-0.025507794048181487,profile_snapshot
1431.0,0.7729,-0.797,0.8214285714285714,0.014052727272727274,-0.19697685403873422,profile_snapshot
1431.0,2.8985,-0.514,0.8214285714285714,0.0527,-0.06329711856400577,profile_snapshot
1433.0,1.1835,-0.716,0.8273809523809523,0.021518181818181818,-0.15871516296646204,profile_snapshot
1445.0,2.0048,-0.616,0.8630952380952381,0.03645090909090909,-0.11147850732168174,profile_snapshot
1419.0,0.6038,-0.825,0.7857142857142857,0.010978181818181817,-0.21020311761927257,profile_snapshot
1407.0,1.9081,-0.556,0.75,0.03469272727272727,-0.08313651393481347,profile_snapshot
1417.0,2.2946,-0.538,0.7797619047619048,0.04172,-0.07463391591875301,profile_snapshot
1487.0,0.9903,-0.358,0.9880952380952381,0.018005454545454543,0.010392064241851573,profile_snapshot
1239.0,2.2705,-0.591,0.25,0.04128181818181818,-0.09966934341048661,profile_snapshot
1221.0,0.5555,-0.857,0.19642857142857142,0.0101,-0.22531884742560226,profile_snapshot
1391.0,2.6328,-0.472,0.7023809523809523,0.04786909090909091,-0.04345772319319796,profile_snapshot
1387.0,1.7391,-0.531,0.6904761904761905,0.03162,-0.07132735002361845,profile_snapshot
1209.0,2.4154,-0.518,0.16071428571428573,0.043916363636363635,-0.06518658478979689,profile_snapshot
1167.0,2.4878,-0.418,0.03571428571428571,0.04523272727272727,-0.017949929145016696,profile_snapshot
1167.0,1.8599,-0.476,0.03571428571428571,0.03381636363636364,-0.04534718941898919,profile_snapshot
1489.0,0.4831,-0.419,0.9940476190476191,0.008783636363636363,-0.018422295701464364,profile_snapshot
1481.0,1.4734,-0.267,0.9702380952380952,0.026789090909090908,0.053377420878601756,profile_snapshot
1455.0,1.8599,-0.614,0.8928571428571429,0.03381636363636364,-0.11053377420878596,profile_snapshot
1311.0,0.1449,-0.561,0.4642857142857143,0.0026345454545454545,-0.08549834671705248,profile_snapshot
1275.0,2.8743,-0.59,0.35714285714285715,0.052259999999999994,-0.09919697685403872,profile_snapshot
1371.0,2.2705,-0.461,0.6428571428571429,0.04128181818181818,-0.038261691072272064,profile_snapshot
1353.0,1.3285,-0.499,0.5892857142857143,0.024154545454545456,-0.05621162021728876,profile_snapshot
1343.0,0.4348,-0.582,0.5595238095238095,0.007905454545454545,-0.09541804440245627,profile_snapshot
1227.0,2.0772,-0.591,0.21428571428571427,0.037767272727272726,-0.09966934341048661,profile_snapshot
1461.0,2.4637,-0.594,0.9107142857142857,0.04479454545454545,-0.10108644307982995,profile_snapshot
1467.0,0.2898,-0.291,0.9285714285714286,0.005269090909090909,0.042040623523854403,profile_snapshot
1475.0,2.0289,-0.245,0.9523809523809523,0.03688909090909091,0.06376948512045333,profile_snapshot
1361.0,0.8937,-0.568,0.6130952380952381,0.01624909090909091,-0.08880491261218715,profile_snapshot
1445.0,0.3623,-0.316,0.8630952380952381,0.006587272727272727,0.030231459612659384,profile_snapshot
1269.0,1.0145,-0.313,0.3392857142857143,0.018445454545454546,0.03164855928200261,profile_snapshot
1353.0,1.9565,-0.444,0.5892857142857143,0.03557272727272727,-0.030231459612659495,profile_snapshot
1269.0,0.3623,-0.135,0.3392857142857143,0.006587272727272727,0.11572980632971186,profile_snapshot
1471.0,0.4348,-0.324,0.9404761904761905,0.007905454545454545,0.026452527161076933,profile_snapshot
1469.0,0.7488,-0.228,0.9345238095238095,0.013614545454545456,0.0717997165800659,profile_snapshot
1425.0,-0.0,-0.616,0.8035714285714286,-0.0,-0.11147850732168174,profile_snapshot
1281.0,0.1449,-0.47,0.375,0.0026345454545454545,-0.04251299008030229,profile_snapshot
1489.0,1.0869,-0.356,0.9940476190476191,0.019761818181818182,0.011336797354747352,profile_snapshot
1327.0,2.2222,-0.38,0.5119047619047619,0.040403636363636364,0.0,profile_snapshot
1161.0,1.0386,-0.579,0.017857142857142856,0.018883636363636363,-0.09400094473311293,profile_snapshot
1327.0,1.6908,-0.395,0.5119047619047619,0.030741818181818183,-0.007085498346717123,profile_snapshot
1269.0,0.6038,-0.14,0.3392857142857143,0.010978181818181817,0.11336797354747263,profile_snapshot
1357.0,1.2802,-0.513,0.6011904761904762,0.023276363636363637,-0.06282475200755788,profile_snapshot
1345.0,1.4734,-0.465,0.5654761904761905,0.026789090909090908,-0.04015115729806329,profile_snapshot
1403.0,2.512,-0.496,0.7380952380952381,0.045672727272727275,-0.0547945205479452,profile_snapshot
1431.0,1.1111,-0.727,0.8214285714285714,0.020201818181818182,-0.16391119508738783,profile_snapshot
1413.0,0.4348,-0.872,0.7678571428571429,0.007905454545454545,-0.23240434577231928,profile_snapshot
1227.0,1.9323,-0.607,0.21428571428571427,0.035132727272727274,-0.1072272083136514,profile_snapshot
1453.0,2.6086,-0.572,0.8869047619047619,0.04742909090909091,-0.09069437883797837,profile_snapshot
1399.0,0.6763,-0.747,0.7261904761904762,0.012296363636363637,-0.17335852621634384,profile_snapshot
1361.0,1.1111,-0.541,0.6130952380952381,0.020201818181818182,-0.07605101558809635,profile_snapshot
1185.0,2.9468,-0.427,0.08928571428571429,0.053578181818181816,-0.022201228153046815,profile_snapshot
1353.0,0.2657,-0.66,0.5892857142857143,0.004830909090909091,-0.1322626358053851,profile_snapshot
1251.0,0.8212,-0.521,0.2857142857142857,0.014930909090909092,-0.06660368445914033,profile_snapshot
1447.0,2.8743,-0.54,0.8690476190476191,0.052259999999999994,-0.07557864903164868,profile_snapshot
1457.0,0.8937,-0.268,0.8988095238095238,0.01624909090909091,0.05290505432215409,profile_snapshot
